Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01 00:00:00,104.525,186.35000000000002,61.265,15.8875,57.43,84.535,14.783333333333331,1.1133333333333333,10.45,5.175,15.325,,,4.105,3.5075000000000003,8.775,99.13,0.40249999999999997,260.4925,,0.0,,,
2023-01-01 01:00:00,117.675,247.0,67.4,12.8475,60.7675,90.475,15.4775,1.07,10.0725,5.1875,15.2325,,,4.1625,3.5525,7.49,99.13,0.7424999999999999,74.58500000000001,,0.0,,,
2023-01-01 02:00:00,107.39999999999999,192.525,53.5275,11.5125,48.9375,77.785,14.8675,0.975,10.5475,6.1675,21.009999999999998,,,3.7125,1.8525,7.1475,99.13,0.5475,50.975,,0.0,,,
2023-01-01 03:00:00,100.25,156.475,62.8275,11.3975,56.34,85.9125,15.1125,1.0,10.7025,6.1899999999999995,20.994999999999997,,,3.715,1.8599999999999999,6.635,99.13,0.645,160.64499999999998,,0.0,,,
2023-01-01 04:00:00,106.825,182.04999999999998,69.58,11.1375,61.615,89.5,18.7,0.94,10.355,6.28,32.0025,,,3.23,3.6225,6.2875,99.13,0.635,132.96,,0.0,,,
2023-01-01 05:00:00,96.925,167.575,72.8275,10.72,64.005,91.425,18.4675,0.905,10.4775,6.29,32.005,,,3.1975,3.66,6.2925,99.13,0.7,158.46,,0.0,,,
2023-01-01 06:00:00,98.55000000000001,170.7,69.5875,10.8275,61.4625,87.94749999999999,18.302500000000002,0.8925000000000001,11.005,7.24,14.209999999999999,,,4.1125,1.46,6.8025,99.13,0.7,168.54,,0.0,,,
2023-01-01 07:00:00,100.8,177.35,67.785,10.925,60.067499999999995,86.9225,17.8475,0.89,10.0225,7.192500000000001,14.2025,,,4.1275,1.4475,6.8575,99.13,0.64,118.0525,,0.0,,,
2023-01-01 08:00:00,107.525,166.64999999999998,59.19,11.26,53.35,77.7825,19.51,0.84,9.79,6.1225000000000005,25.0325,,,3.71,2.6325,9.4025,99.13,0.6075,172.2875,,0.0,,,
2023-01-01 09:00:00,109.8,215.475,52.2125,17.31,50.915,79.9925,19.925,0.8474999999999999,10.4375,6.1225,24.965,,,3.715,2.625,12.9375,93.46000000000001,1.115,237.9075,,0.0,,,
